#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
SEMA4A	64218	97	50	93	3	607292	2	34
SERPINA3	12	17	17	5	3	107280	#	#
SERPINA6	866	15	15	3	3	122500	#	#
SERPINF2	5345	53	53	8	3	613168	#	#
SERPINH1	871	62	55	59	3	600943	3	33
SFRP4	6424	12	12	3	3	606570	#	#
SFXN4	119559	29	29	16	3	615564	#	#
SGO2	151246	24	23	2	3	612425	#	#
SHROOM4	57477	162	147	40	3	300579	0	11
SIGMAR1	10280	50	48	4	3	601978	0	1
SIX5	147912	19	15	14	3	600963	1	3
SLC12A5	57468	12	11	7	3	606726	0	2
SLC1A3	6507	73	71	63	3	600111	0	17
SLC1A4	6509	10	8	5	3	600229	#	#
SLC22A18	5002	16	16	3	3	602631	#	#
SLC24A4	123041	15	15	4	3	609840	#	#
SLC24A5	283652	17	17	10	3	609802	0	3
SLC25A19	60386	51	40	45	3	606521	3	16
SLC25A21	89874	25	25	#	3	607571	#	#
SLC26A8	116369	4	4	3	3	608480	#	#
SLC5A1	6523	83	81	74	3	182380	0	49
SLC5A10	125206	76	74	#	3	#	#	#
SLC6A1-AS1	100874090	23	22	#	3	#	#	#
SLC6A12	6539	40	40	#	3	603080	#	#
SLC6A9	6536	10	10	4	3	601019	0	1
SLC9A9	285195	16	16	5	3	608396	0	2
SLCO1B1	10599	92	81	62	3	604843	0	22
SLIT2	9353	21	21	1	3	603746	0	1
SLITRK6	84189	52	48	7	3	609681	0	1
SMAD6	4091	17	17	12	3	602931	0	2
SMAD9	4093	178	164	145	3	603295	2	62
SMARCD2	6603	11	11	3	3	601736	#	#
SMOC1	64093	20	19	15	3	608488	0	5
SNX22	79856	22	20	#	3	#	#	#
SOS2	6655	37	36	25	3	601247	0	10
SOX3	6658	163	154	22	3	313430	0	6
SPG21	51324	37	35	28	3	608181	1	18
SPRTN	83932	24	22	5	3	616086	#	#
SPTLC3	55304	23	23	1	3	611120	#	#
ST3GAL3	6487	42	36	36	3	606494	0	21
STAG3	10734	15	14	4	3	608489	#	#
STK4	6789	8	7	4	3	604965	0	1
SYCE2	256126	32	26	#	3	611487	#	#
SYCP3	50511	17	17	12	3	604759	0	2
SYT14	255928	13	13	3	3	610949	0	1
SYT2	127833	7	7	3	3	600104	#	#
TARID	100507308	89	48	#	3	616058	#	#
TAT-AS1	100132529	43	42	#	3	#	#	#
TATDN1	83940	27	27	#	3	#	#	#
TBC1D7	51256	22	22	3	3	612655	#	#
TBX20	57057	27	27	18	3	606061	0	14
TBX4	9496	67	64	57	3	601719	0	19
TENM4	26011	10	10	5	3	610084	0	2
TEX41	401014	12	12	#	3	#	#	#
TFG	10342	26	23	17	3	602498	0	3
THUMPD3-AS1	440944	29	29	#	3	#	#	#
TLL1	7092	27	27	5	3	606742	0	2
TMEM173	340061	14	14	3	3	612374	#	#
TMEM63C	57156	13	13	#	3	#	#	#
TMEM98	26022	5	5	3	3	615949	#	#
TNC	3371	28	26	3	3	187380	#	#
TNFSF11	8600	82	77	47	3	602642	0	26
TNNT3	7140	96	56	81	3	600692	0	19
TNPO3	23534	91	81	77	3	610032	2	40
TP73	7161	71	71	#	3	601990	#	#
TRANK1	9881	9	9	#	3	#	#	#
TRIM2	23321	18	17	4	3	614141	#	#
TRIP11	9321	167	142	156	3	604505	4	81
TRMT5	57570	11	11	3	3	611023	#	#
TRPM3	80036	35	33	1	3	608961	0	1
TRPM4	54795	145	100	142	3	606936	10	45
TSEN15	116461	19	18	4	3	608756	#	#
TTC28	23331	23	22	#	3	615098	#	#
TUSC3	7991	133	126	76	3	601385	1	50
UBA1	7317	160	145	43	3	314370	0	8
UCHL1	7345	30	29	22	3	191342	1	8
ULK4	54986	17	17	3	3	617010	#	#
UNC13C	440279	8	8	#	3	614568	#	#
USP9Y	8287	47	47	2	3	400005	#	#
UVSSA	57654	98	98	3	3	614632	#	#
VARS2	57176	52	52	48	3	612802	0	3
VIPR2	7434	72	72	#	3	601970	#	#
VPS53	55275	80	79	23	3	615850	0	1
VRK2	7444	32	27	#	3	602169	#	#
WASIR2	100132169	11	11	#	3	#	#	#
WDR11	55717	29	28	10	3	606417	0	1
WDR27	253769	47	45	#	3	#	#	#
XIRP2	129446	12	12	#	3	609778	#	#
XKR4	114786	22	22	#	3	#	#	#
XPNPEP3	63929	128	126	109	3	613553	0	86
XRCC2	7516	144	133	93	3	600375	3	36
ZBTB45	84878	12	12	#	3	#	#	#
ZFHX3	463	27	27	3	3	104155	#	#
ZMAT4	79698	37	37	#	3	#	#	#
ZNF195	7748	12	12	#	3	602187	#	#
ZNF408	79797	22	22	14	3	616454	0	9
ZNF462	58499	31	29	1	3	617371	0	1
ZNF644	84146	6	6	3	3	614159	#	#
ZNF81	347344	213	194	91	3	314998	3	29
A4GALT	53947	31	30	8	2	607922	#	#
AADACL4	343066	32	32	#	2	#	#	#
ABCG1	9619	66	60	#	2	603076	#	#
ACD	65057	24	21	6	2	609377	0	1
ACOX2	8309	10	10	2	2	601641	#	#
ACVR1B	91	6	6	2	2	601300	#	#
ADAM32	203102	37	37	#	2	#	#	#
ADAMTS9-AS2	100507098	6	6	#	2	#	#	#
ADARB2	105	31	31	#	2	602065	#	#
ADCY6	112	7	7	2	2	600294	#	#
ADGRB3	577	4	4	#	2	602684	#	#
ADGRF3	165082	11	11	#	2	#	#	#
ADGRL1	22859	10	10	#	2	616416	#	#
ADIPOQ	9370	27	27	2	2	605441	#	#
ADIPOR2	79602	40	40	#	2	607946	#	#
ADM2	79924	68	66	#	2	608682	#	#
ADRA2B	151	30	30	2	2	104260	#	#
ADSSL1	122622	38	38	2	2	612498	#	#
AFAP1	60312	47	47	#	2	608252	#	#
AFF1	4299	17	17	#	2	159557	#	#
AFF3	3899	11	11	1	2	601464	#	#
AFP	174	12	12	4	2	104150	#	#
AGBL1	123624	20	20	2	2	615496	#	#
AGBL5	60509	11	11	2	2	615900	#	#
AGMO	392636	29	29	#	2	613738	#	#
AGO3	192669	5	5	#	2	607355	#	#
AHNAK	79026	6	6	2	2	103390	0	2
AKAP13	11214	21	21	#	2	604686	#	#
ALDOA	226	216	200	52	2	103850	1	21
ALG10	84920	21	21	1	2	603313	#	#
ALG14	199857	11	11	8	2	612866	0	6
ALPK3	57538	90	90	64	2	#	0	17
AMBN	258	12	12	2	2	601259	#	#
AMMECR1	9949	130	124	2	2	300195	#	#
ANKMY1	51281	62	62	#	2	#	#	#
ANKRD1	27063	152	95	149	2	609599	10	55
ANKRD36C	400986	21	21	#	2	#	#	#
ANO2	57101	30	30	#	2	610109	#	#
ANXA10	11199	29	29	#	2	608008	#	#
APBA1	320	31	29	#	2	602414	#	#
APOA5	116519	12	12	6	2	606368	0	1
APOH	350	10	10	2	2	138700	#	#
APPL1	26060	5	5	2	2	604299	#	#
ARFGAP3	26286	25	24	#	2	612439	#	#
ARFGEF1	10565	28	27	#	2	604141	#	#
ARHGAP31	57514	167	157	153	2	610911	3	56
ARHGEF10L	55160	14	14	1	2	612494	#	#
ARHGEF16	27237	77	77	#	2	#	#	#
ARHGEF7	8874	67	66	#	2	605477	#	#
ARL2BP	23568	11	11	2	2	615407	#	#
ARMC9	80210	16	16	#	2	#	#	#
ARRDC3-AS1	100129716	14	14	#	2	#	#	#
ARSF	416	162	156	#	2	300003	#	#
ARV1	64801	26	24	4	2	611647	#	#
ASCC1	51008	8	8	2	2	614215	#	#
ATAD3A	55210	100	97	3	2	612316	#	#
ATE1	11101	22	22	#	2	607103	#	#
ATIC	471	16	16	3	2	601731	#	#
ATP2B2	491	28	28	4	2	108733	0	3
ATP5A1	498	55	52	23	2	164360	0	1
ATPAF2	91647	118	109	37	2	608918	1	14
ATXN3	4287	26	24	15	2	607047	0	3
AXIN1	8312	33	33	2	2	603816	#	#
B4GAT1	11041	9	9	5	2	605517	#	#
BCAS3	54828	14	14	#	2	607470	#	#
BCL9	607	189	177	#	2	602597	#	#
BDH1	622	68	66	#	2	603063	#	#
BDNF	627	22	15	12	2	113505	#	#
BFSP1	631	23	24	12	2	603307	0	4
BFSP2	8419	40	36	30	2	603212	0	10
BFSP2-AS1	85003	28	24	#	2	#	#	#
BIRC6	57448	23	21	#	2	605638	#	#
BLVRA	644	14	14	2	2	109750	#	#
BNC2	54796	89	85	22	2	608669	#	#
BOLA3	388962	18	17	15	2	613183	0	8
BORCS5	118426	27	27	#	2	616598	#	#
BRCC3	79184	170	164	8	2	300617	#	#
BVES	11149	9	9	1	2	604577	#	#
C16orf95	100506581	34	34	#	2	#	#	#
C1QTNF3	114899	16	16	#	2	612045	#	#
C1QTNF9	338872	43	41	#	2	614285	#	#
C7orf55-LUC7L2	100996928	27	27	#	2	#	#	#
C8A	731	12	12	3	2	120950	#	#
C9orf72	203228	109	105	58	2	614260	0	33
CA1	759	21	21	2	2	114800	#	#
CA8	767	24	24	7	2	114815	0	1
CACNA2D1	781	67	53	53	2	114204	1	10
CACNA2D2	9254	16	15	13	2	607082	0	8
CALM3	808	16	14	9	2	114183	#	#
CAMK4	814	20	20	#	2	114080	#	#
CAP2	10486	11	11	#	2	#	#	#
CARM1	10498	8	8	#	2	603934	#	#
CARMIL2	146206	21	21	3	2	610859	0	1
CASP8	841	53	52	35	2	601763	0	18
CATSPER1	117144	48	46	47	2	606389	0	34
CBWD1	55871	19	19	#	2	611078	#	#
CBWD3	445571	25	23	#	2	611080	#	#
CBX2	84733	17	15	5	2	602770	0	1
CC2D1A	54862	48	44	37	2	610055	1	20
CCDC151	115948	29	26	14	2	615956	0	2
CCDC170	80129	15	15	7	2	#	0	5
CCDC22	28952	150	137	29	2	300859	4	9
CCDC65	85478	13	12	9	2	611088	0	2
CCDC8	83987	9	9	4	2	614145	#	#
CCL5	6352	4	4	2	2	187011	#	#
CCNB3	85417	120	114	#	2	300456	#	#
CCSER1	401145	25	25	#	2	#	#	#
CD27	939	25	25	2	2	186711	#	#
CD27-AS1	678655	16	16	#	2	#	#	#
CD2AP	23607	116	107	113	2	604241	0	58
CD46	4179	46	46	39	2	120920	0	24
CD79A	973	13	12	4	2	112205	0	1
CD79B	974	12	12	2	2	147245	#	#
CD96	10225	89	89	82	2	606037	0	40
CDC14A	8556	7	7	2	2	603504	#	#
CDC6	990	41	34	35	2	602627	1	21
CDH4	1002	13	12	#	2	603006	#	#
CDK10	8558	31	31	#	2	603464	#	#
CDK6	1021	7	7	2	2	603368	#	#
CEBPE	1053	16	16	2	2	600749	#	#
CELSR1	9620	51	50	5	2	604523	#	#
CELSR2	1952	8	8	1	2	604265	#	#
CENPE	1062	11	10	6	2	117143	0	1
CEP170	9859	66	65	#	2	613023	#	#
CEP192	55125	55	49	#	2	616426	#	#
CERS3	204219	64	64	4	2	615276	0	2
CES1	1066	10	10	3	2	114835	#	#
CETP	1071	51	49	42	2	118470	1	5
CFAP47	286464	120	114	1	2	#	0	1
CFB	629	168	56	167	2	138470	7	13
CFD	1675	19	20	2	2	134350	#	#
CFHR1	3078	25	24	2	2	134371	#	#
CFL2	1073	52	50	35	2	601443	1	16
CHAF1B	8208	55	49	2	2	601245	0	1
CHL1	10752	70	70	1	2	607416	#	#
CHMP1A	5119	55	51	22	2	164010	0	3
CHMP4B	128866	8	8	4	2	610897	#	#
CHODL	140578	61	55	#	2	607247	#	#
CHUK	1147	13	12	4	2	600664	0	2
CIDEC	63924	38	38	6	2	612120	#	#
CISD2	493856	7	7	3	2	611507	0	1
CLCNKA	1187	33	33	8	2	602024	0	6
CLDN1	9076	39	36	14	2	603718	0	3
CLIP2	7461	107	95	#	2	603432	#	#
CLSTN2	64084	18	18	#	2	611323	#	#
CNKSR2	22866	129	123	8	2	300724	0	5
CNTLN	54875	61	59	#	2	611870	#	#
CNTN1	1272	63	40	54	2	600016	0	2
CNTNAP3	79937	34	32	#	2	610517	#	#
COA3	28958	7	7	2	2	614775	#	#
COASY	80347	18	18	13	2	609855	#	#
COG1	9382	74	60	63	2	606973	3	34
COL4A3BP	10087	4	4	2	2	604677	#	#
COQ9	57017	68	54	57	2	612837	7	23
CORIN	10699	14	14	4	2	605236	0	2
CORO2A	7464	25	23	#	2	602159	#	#
COX14	84987	7	7	4	2	614478	0	1
COX6B1	1340	16	14	12	2	124089	0	4
CR2	1380	10	10	4	2	120650	0	1
CRBN	51185	65	64	14	2	609262	0	7
CRH	1392	19	18	2	2	122560	1	0
CRISPLD2	83716	34	34	#	2	612434	#	#
CRLF2	64109	146	140	#	2	300357	#	#
CRLF2	64109	146	140	#	2	400023	#	#
CRYBA4	1413	32	31	9	2	123631	0	1
CRYGB	1419	18	17	2	2	123670	#	#
CRYL1	51084	41	39	#	2	609877	#	#
CRYM	1428	32	25	22	2	123740	0	5
CSF2RA	1438	148	142	15	2	306250	0	1
CSF2RA	1438	148	142	15	2	425000	0	1
CSF2RB	1439	32	31	16	2	138981	0	1
CSNK1D	1453	19	19	2	2	600864	#	#
CST3	1471	12	12	2	2	604312	#	#
CTSB	1508	68	68	1	2	116810	#	#
CWH43	80157	9	9	#	2	#	#	#
CYC1	1537	45	44	9	2	123980	#	#
CYCS	54205	100	99	83	2	123970	0	53
CYP26B1	56603	8	6	4	2	605207	#	#
DCDC1	341019	32	32	#	2	608062	#	#
DCDC5	100506627	15	15	#	2	612321	#	#
DCUN1D4	23142	6	6	#	2	612977	#	#
DDC-AS1	100129427	15	14	#	2	#	#	#
DDOST	1650	123	90	113	2	602202	5	41
DDX41	51428	40	37	8	2	608170	#	#
DDX58	23586	48	46	2	2	609631	#	#
DDX59	83479	8	7	3	2	615464	#	#
DENND1A	57706	26	24	#	2	613633	#	#
DESI2	51029	72	70	#	2	614638	#	#
DGKB	1607	25	25	#	2	604070	#	#
DGKD	8527	24	24	1	2	601826	0	1
DGKG	1608	27	27	#	2	601854	#	#
DGKI	9162	25	25	#	2	604072	#	#
DHFR	1719	9	8	4	2	126060	0	1
DHRSX	207063	134	128	#	2	#	#	#
DHX37	57647	14	14	#	2	617362	#	#
DIP2B	57609	9	9	2	2	611379	0	1
DIP2C	22982	44	44	#	2	611380	#	#
DLG4	1742	27	21	1	2	602887	#	#
DLX4	1748	9	9	1	2	601911	#	#
DNAAF5	54919	80	71	50	2	614864	0	4
DNAH14	127602	22	22	1	2	603341	#	#
DNAH2	146754	11	11	#	2	603333	#	#
DNAH8	1769	46	45	44	2	603337	1	7
DNAJB13	374407	11	11	2	2	610263	#	#
DNAJC5	80331	183	167	162	2	611203	2	57
DNAJC9-AS1	414245	68	64	#	2	#	#	#
DOCK1	1793	43	43	#	2	601403	#	#
DOCK3	1795	5	5	1	2	603123	#	#
DOCK9	23348	49	48	#	2	607325	#	#
DOK6	220164	82	76	#	2	611402	#	#
DOPEY1	23033	11	10	#	2	616823	#	#
DPF3	8110	9	9	#	2	601672	#	#
DPM2	8818	65	53	36	2	603564	1	13
DPM3	54344	14	13	10	2	605951	0	1
DPP9	91039	11	11	#	2	608258	#	#
DPY30	84661	9	9	#	2	612032	#	#
DSE	29940	26	26	13	2	605942	0	3
DTNBP1	84062	69	58	48	2	607145	1	22
DUOXA2	405753	18	18	8	2	612772	0	1
DUSP6	1848	7	7	4	2	602748	#	#
DYRK1B	9149	6	6	3	2	604556	#	#
ECSIT	51295	9	9	#	2	608388	#	#
EDNRA	1909	18	18	3	2	131243	#	#
EIF2AK1	27102	25	25	#	2	613635	#	#
EIF4H	7458	103	91	#	2	603431	#	#
ELMO1	9844	10	10	#	2	606420	#	#
ELOVL5	60481	6	6	4	2	611805	0	1
ENO3	2027	55	46	42	2	131370	2	7
ENOX1	55068	43	42	1	2	610914	0	1
ENOX2	10495	133	127	#	2	300282	#	#
ENTPD1	953	13	13	3	2	601752	0	1
EPB41L1	2036	24	24	18	2	602879	0	9
EPB41L4A	64097	18	18	1	2	612141	#	#
EPHA5	2044	7	7	#	2	600004	#	#
EPHX1	2052	30	25	9	2	132810	#	#
EPHX2	2053	51	51	1	2	132811	#	#
EPM2AIP1	9852	25	23	#	2	607911	#	#
EPOR	2057	54	48	47	2	133171	3	10
ERLIN1	10613	10	10	2	2	611604	#	#
ERMAP	114625	11	11	4	2	609017	#	#
EXOC4	60412	32	32	1	2	608185	#	#
EXOSC8	11340	36	34	4	2	606019	0	1
EXPH5	23086	4	4	2	2	612878	#	#
FAAH2	158584	115	109	4	2	300654	0	1
FADD	8772	3	4	2	2	602457	#	#
FAM120C	54954	111	105	#	2	300741	#	#
FAM153A	285596	27	27	#	2	#	#	#
FAM155A	728215	69	68	#	2	#	#	#
FAM177A1	283635	19	19	1	2	#	#	#
FAM184A	79632	17	17	#	2	#	#	#
FAM189A1	23359	80	76	#	2	#	#	#
FAM66B	100128890	104	99	#	2	#	#	#
FANCD2OS	115795	68	65	#	2	#	#	#
FARP2	9855	69	69	#	2	#	#	#
FAT1	2195	79	79	1	2	600976	#	#
FBXL5	26234	29	29	1	2	605655	0	1
FBXO11	80204	21	19	#	2	607871	#	#
FCGR1A	2209	10	10	1	2	146760	#	#
FDFT1	2222	70	70	#	2	184420	#	#
FEZF1	389549	15	15	2	2	613301	#	#
FGF17	8822	53	53	3	2	603725	#	#
FGGY	55277	18	18	#	2	611370	#	#
FIBP	9158	5	4	3	2	608296	#	#
FIGLA	344018	23	21	19	2	608697	0	6
FNBP1	23048	31	29	#	2	606191	#	#
FRMPD4	9758	157	151	23	2	300838	0	11
FSIP1	161835	7	7	#	2	615795	#	#
FSTL4	23105	11	11	#	2	#	#	#
FTO	79068	84	80	73	2	610966	0	48
GABRB1	2560	12	12	2	2	137190	#	#
GFI1	2672	65	56	63	2	600871	1	16
GGT5	2687	66	61	#	2	137168	#	#
GHSR	2693	62	58	41	2	601898	1	19
GLIS1	148979	6	6	#	2	610378	#	#
GNAI3	2773	9	8	3	2	139370	#	#
GNB4	59345	26	26	6	2	610863	0	1
GNG7	2788	12	12	#	2	604430	#	#
GOLGA6L2	283685	196	189	#	2	#	#	#
GPATCH2	55105	20	20	1	2	616836	#	#
GPC6-AS2	100873973	41	40	#	2	#	#	#
GPD1	2819	5	5	2	2	138420	#	#
GPD1L	23171	124	95	118	2	611778	5	44
GPR101	83550	140	134	5	2	300393	0	1
GPR158	57512	8	8	#	2	614573	#	#
GRAMD3	65983	12	12	#	2	#	#	#
GREM2	64388	49	48	2	2	608832	#	#
GRIK2	2898	28	28	18	2	138244	0	4
GRM1	2911	16	16	7	2	604473	0	1
GRM8	2918	15	15	1	2	601116	0	1
GSK3B	2932	12	12	#	2	605004	#	#
GSN	2934	74	72	52	2	137350	0	25
GTF2H5	404672	20	19	3	2	608780	#	#
GYS1	2997	122	71	115	2	138570	13	26
H3F3A	3020	25	21	#	2	601128	#	#
HAUS2	55142	5	5	#	2	613429	#	#
HBZ	3050	35	35	#	2	142310	#	#
HELQ	113510	19	19	#	2	606769	#	#
HIKESHI	51501	12	11	2	2	614908	#	#
HIST1H3I	8354	9	7	#	2	602814	#	#
HIST2H2BF	440689	11	11	#	2	#	#	#
HMCN1	83872	290	277	274	2	608548	1	182
HMOX1	3162	15	14	3	2	141250	#	#
HNMT	3176	11	11	3	2	605238	#	#
HNRNPDL	9987	24	24	2	2	607137	#	#
HNRNPH2	3188	129	123	2	2	300610	#	#
HOMER2	9455	16	16	1	2	604799	#	#
HOXA2	3199	44	38	30	2	604685	0	17
HOXC13-AS	100874366	8	8	#	2	#	#	#
HP	3240	27	26	6	2	140100	#	#
HRG	3273	29	29	2	2	142640	#	#
HRH1	3269	20	20	#	2	600167	#	#
HS6ST3	266722	52	51	#	2	609401	#	#
HSD11B1	3290	12	13	3	2	600713	0	1
HYAL1	3373	31	31	28	2	607071	0	20
IARS2	55699	40	37	26	2	612801	2	1
IBA57	200205	34	34	11	2	615316	#	#
ICOS	29851	49	49	32	2	604558	0	16
IDH3B	3420	51	50	31	2	604526	1	25
IDO2	169355	38	38	#	2	612129	#	#
IFT74	80173	53	51	2	2	608040	#	#
IGF2BP2	10644	27	27	1	2	608289	#	#
IGF2R	3482	19	18	4	2	147280	0	1
IGKC	3514	9	9	5	2	147200	#	#
IKBKB	3551	37	37	2	2	603258	#	#
IL10RB	3588	76	69	29	2	123889	0	19
IL1RAPL2	26280	129	123	#	2	300277	#	#
IL31RA	133396	9	9	1	2	609510	#	#
IL4I1	259307	12	12	#	2	609742	#	#
IMMP2L	83943	27	27	#	2	605977	#	#
INO80	54617	4	4	3	2	610169	0	1
IQCA1	79781	43	43	#	2	#	#	#
IRAK2	3656	27	27	#	2	603304	#	#
IRF1	3659	11	11	2	2	147575	#	#
IRF2	3660	66	66	#	2	147576	#	#
IRF7	3665	17	17	2	2	605047	#	#
IRS1	3667	17	16	4	2	147545	#	#
ITGA6	3655	88	88	78	2	147556	0	49
ITGBL1	9358	52	51	#	2	604234	#	#
ITPR2	3709	20	20	1	2	600144	#	#
JMJD8	339123	36	36	#	2	#	#	#
KANSL1L	151050	14	14	#	2	613833	#	#
KATNAL2	83473	40	37	#	2	614697	#	#
KAZN	23254	26	26	#	2	#	#	#
KCNAB1	7881	11	11	#	2	601141	#	#
KCNC1	3746	6	6	3	2	176258	0	1
KCNIP4	80333	22	22	1	2	608182	#	#
KCNK2	3776	14	14	#	2	603219	#	#
KCTD17	79734	18	17	1	2	616386	#	#
KCTD8	386617	10	10	#	2	#	#	#
KDM1A	23028	8	5	6	2	609132	1	0
KDM2A	22992	6	6	#	2	605657	#	#
KDR	3791	50	47	22	2	191306	0	17
KEL	3792	33	33	3	2	613883	#	#
KIAA0753	9851	16	16	2	2	617112	#	#
KIAA1109	84162	12	12	3	2	611565	0	1
KIAA1257	57501	20	20	#	2	#	#	#
KIAA1841	84542	16	16	#	2	#	#	#
KIF14	9928	9	9	4	2	611279	0	2
KIF2A	3796	19	19	12	2	602591	0	1
KIRREL2	84063	18	18	1	2	607762	0	1
KLHL2	11275	24	24	#	2	605774	#	#
KRT13	3860	53	51	48	2	148065	0	11
KRT25	147183	8	7	3	2	616646	#	#
KRT81	3887	9	7	5	2	602153	#	#
KRT83	3889	73	70	67	2	602765	0	19
KY	339855	12	12	2	2	605739	#	#
L3MBTL4	91133	72	65	#	2	617135	#	#
LCK	3932	6	6	1	2	153390	#	#
LEFTY2	7044	63	50	44	2	601877	0	12
LEPR	3953	95	56	79	2	601007	1	27
LGALS9B	284194	36	36	#	2	#	#	#
LIG1	3978	6	6	2	2	126391	#	#
LIM2	3982	24	24	16	2	154045	0	13
LIMS2	55679	19	20	9	2	607908	#	#
LINC00051	619434	28	28	#	2	#	#	#
LINC00333	100874128	39	38	#	2	#	#	#
LINC00375	104355140	38	37	#	2	#	#	#
LINC00423	100874167	29	28	#	2	#	#	#
LINC00535	642924	21	21	#	2	#	#	#
LINC00922	283867	10	10	#	2	#	#	#
LINC01135	100131060	8	8	#	2	#	#	#
LINC01285	101928287	90	84	#	2	#	#	#
LINC01592	100505718	18	18	#	2	#	#	#
LINC01986	102723448	5	5	#	2	#	#	#
LINC02147	102467224	15	15	#	2	#	#	#
LINC02250	105370737	164	154	#	2	#	#	#
LINC02351	105371011	32	32	#	2	#	#	#
LIPC	3990	44	42	36	2	151670	1	17
LIPE	3991	8	8	4	2	151750	0	2
LIX1L-AS1	105371260	96	79	#	2	#	#	#
LMNB1	4001	60	55	47	2	150340	0	16
LNPK	80856	14	14	#	2	610236	#	#
LOC100130744	100130744	56	48	#	2	#	#	#
LOC100287944	100287944	28	27	#	2	#	#	#
LOC100288798	100288798	3	3	#	2	#	#	#
LOC100505817	100505817	66	63	#	2	#	#	#
LOC100505938	100505938	18	18	#	2	#	#	#
LOC100506076	100506076	12	12	#	2	#	#	#
LOC100507373	100507373	8	8	#	2	#	#	#
LOC100996335	100996335	37	34	#	2	#	#	#
LOC101927066	101927066	18	18	#	2	#	#	#
LOC101927188	101927188	62	54	#	2	#	#	#
LOC101927579	101927579	69	64	#	2	#	#	#
LOC101927817	101927817	47	47	#	2	#	#	#
LOC101928008	101928008	48	38	#	2	#	#	#
LOC101928020	101928020	12	12	#	2	#	#	#
LOC101928103	101928103	51	46	#	2	#	#	#
LOC101928222	101928222	32	23	#	2	#	#	#
LOC101928336	101928336	88	82	#	2	#	#	#
LOC101928978	101928978	15	15	#	2	#	#	#
LOC101929089	101929089	12	12	#	2	#	#	#
LOC101929380	101929380	10	10	#	2	#	#	#
LOC102723692	102723692	51	50	#	2	#	#	#
LOC105379393	105379393	31	31	#	2	#	#	#
LOXL3	84695	24	23	4	2	607163	0	1
LPA	4018	24	23	5	2	152200	#	#
LRP1B	53353	15	15	2	2	608766	0	2
LRRC28	123355	59	59	#	2	#	#	#
LRRC74B	400891	188	162	#	2	#	#	#
LRRC8A	56262	34	32	1	2	608360	#	#
LRRFIP1	9208	50	50	#	2	603256	#	#
LSAMP	4045	18	18	#	2	603241	#	#
LSS	4047	77	70	2	2	600909	#	#
LUC7L2	51631	27	27	#	2	613056	#	#
LYRM4	57128	36	36	3	2	613311	#	#
LYRM4-AS1	100129461	28	28	#	2	#	#	#
LZTS1	11178	51	51	2	2	606551	#	#
MACF1	23499	10	10	2	2	608271	0	2
MACROD2	140733	68	68	5	2	611567	0	4
MAG	4099	10	10	3	2	159460	#	#
MALL	7851	86	82	#	2	602022	#	#
MAP3K20	51776	13	12	3	2	609479	#	#
MAP3K20-AS1	339751	11	10	#	2	#	#	#
MAPK1	5594	70	64	1	2	176948	#	#
MARCH1	55016	25	25	#	2	613331	#	#
MAST1	22983	13	13	1	2	612256	#	#
MBL2	4153	62	61	54	2	154545	1	39
MBNL2	10150	48	47	#	2	607327	#	#
MCEE	84693	27	21	23	2	608419	1	6
MCF2L	23263	74	73	#	2	609499	#	#
MCM2	4171	7	7	1	2	116945	#	#
MCM9	254394	20	18	5	2	610098	#	#
MED17	9440	24	24	18	2	603810	0	5
MEG3	55384	29	29	1	2	605636	#	#
MEG8	79104	27	27	#	2	613648	#	#
METTL9	51108	35	35	#	2	609388	#	#
MFAP5	8076	27	27	8	2	601103	#	#
MGME1	92667	25	23	10	2	615076	#	#
MGRN1	23295	18	18	#	2	607559	#	#
MICALL2	79778	29	29	1	2	#	#	#
MIGA2	84895	32	30	#	2	616774	#	#
MIR1-1HG	128826	15	14	#	2	#	#	#
MIR8078	102466878	9	9	#	2	#	#	#
MIR96	407053	18	18	4	2	611606	#	#
MKLN1	4289	18	18	#	2	605623	#	#
MMEL1	79258	83	81	#	2	#	#	#
MMP19	4327	6	6	2	2	601807	#	#
MMRN2	79812	23	23	#	2	608925	#	#
MNT	4335	38	38	#	2	603039	#	#
MRPL44	65080	31	29	15	2	611849	#	#
MRPS16	51021	71	67	62	2	609204	4	38
MSC-AS1	100132891	17	17	#	2	#	#	#
MSN	4478	101	95	2	2	309845	#	#
MSR1	4481	69	67	4	2	153622	1	0
MSRA	4482	77	77	#	2	601250	#	#
MT-ND4L	4539	7	6	3	2	516004	#	#
MT-RNR2	4550	6	6	2	2	561010	#	#
MT-TP	4571	7	4	7	2	590075	1	0
MT-TQ	4572	6	5	5	2	590030	1	1
MT-TR	4573	4	4	2	2	590005	#	#
MT-TS2	4575	6	5	3	2	590085	#	#
MTAP	4507	141	139	85	2	156540	0	26
MTHFD1L	25902	10	10	#	2	611427	#	#
MTMR10	54893	140	131	#	2	#	#	#
MTUS1	57509	61	57	#	2	609589	#	#
MTUS2	23281	24	23	#	2	#	#	#
MVP	9961	163	150	#	2	605088	#	#
MYL4	4635	9	9	2	2	160770	#	#
MYLK2	85366	170	117	162	2	606566	9	52
MYO1E	4643	9	9	2	2	601479	#	#
MYO3B	140469	9	9	#	2	610040	#	#
MYT1	4661	29	28	#	2	600379	#	#
NAV2	89797	5	5	#	2	607026	#	#
